id,target_cls,target_reg
86,7,6.423065185282255
87,15,5.980357674485147
88,21,6.06112988050183
89,5,10.164634637192899
90,10,5.027721415140949
91,22,8.23551946057192
92,19,5.1133612597179665
93,12,-0.35546772980495145
94,14,8.223172917993207
95,7,6.2189753830974475
96,15,8.130824416214868
97,19,7.183786209867433
98,24,7.653457571490934
99,11,5.253903653275192
100,21,6.587278339343884
101,11,9.47813464501766
102,9,8.445207884009843
103,21,8.179834989180533
104,4,7.096477946478796
105,25,7.632336788112199
106,9,10.26785026210421
107,5,8.784333852003135
108,16,4.863942439411771
109,2,8.347665948411775
110,1,4.633176456891047
111,16,6.68194634733096
112,24,8.3948867576338
113,7,5.290256925385226
114,15,10.1468317838966
115,15,8.727496365611245
116,15,8.881340915224513
117,19,6.05315320856254
118,21,5.970315968330235
119,24,8.45845088891462
120,20,9.147177153390052
121,13,8.872123711237816
122,7,7.858000178875381
123,22,12.96489425360271
124,13,6.976478005369798
125,24,8.712074495094033
126,19,7.827354069045247
127,20,8.637790639725804
128,19,7.855559457840551
129,23,8.536036846029685
130,20,3.0451369516674704
131,2,7.70371967718984
132,4,6.87509622779391
133,3,8.371215686930894
134,6,5.57367330173271
135,15,8.691778221337342
136,17,9.236142611567372
137,12,9.153348694840526
138,18,8.04410952469073
139,21,7.372981955026967
140,1,4.7582519596840624
141,14,8.39906008199781
142,10,4.680347299418427
143,20,6.576521886211787
144,11,6.087310462987982
145,2,9.176921281114245
146,10,9.084553007951037
147,18,7.916089656865692
148,4,6.792012368172289
149,14,4.840782095801531
150,25,7.534450260606739
151,12,4.126074107690456
152,3,6.525041151276384
153,10,3.7270351749465123
154,24,7.459686198702585
155,23,11.099973441745599
156,16,6.217786634877767
157,6,6.752777488699444
158,9,5.5400908800993935
159,1,8.132502227315577
160,12,7.673348590832491
161,20,7.613302932003893
162,15,8.829407374010819
163,19,7.924500194311097
164,15,8.987553833865634
165,21,6.685348080483525
166,5,6.249503308483418
167,24,9.152557132275787
168,3,8.546576615078843
169,1,5.2470117017854
170,22,11.490097603501264
171,7,9.205692763538902
172,14,5.936938720718228
173,3,8.151718138773825
174,1,6.05722768657685
175,24,4.855030158327926
176,22,8.507388488338664
177,26,7.691145785263611
178,20,7.245797908893716
179,3,6.055632945137044
180,25,8.630042462053314
181,15,8.499482891681522
182,19,7.092384654193539
183,17,9.474439566337336
184,25,5.108502582128305
185,14,6.509656877159672
186,6,6.130432910833126
187,19,7.514257104272318
188,24,9.004136888030933
189,14,8.766472207623424
190,17,7.833019594179252
191,7,7.961630094015953
192,24,3.90568358335908
193,17,5.983842065891316
194,5,4.945554169553379
195,9,7.717707396084437
196,2,6.138744821111105
197,1,6.029995822462859
198,5,9.476911692600961
199,12,1.7104273893403334
200,9,5.51388416551857
201,9,8.814281536132427
202,15,7.640144513024538
203,1,2.7243091486625275
204,15,9.403871937396493
205,13,7.398564897955738
206,22,7.818645005518801
207,20,7.739112252301194
208,5,7.9554365707362305
209,21,9.207912233270752
210,22,5.822360092363558
211,21,6.211678535054445
212,18,10.640519597526215
213,10,6.519358464776831
214,16,6.64638074591689
215,3,10.337116620800401
216,13,9.9309997430591
217,21,5.286873401550705
218,17,7.876663101721668
219,9,3.985701876329096
220,13,7.293253780051918
221,10,5.634512847631727
222,21,7.407033115971794
223,12,6.555430109078162
224,22,12.335601922534067
225,10,4.716143312447646
226,12,2.5649260808135628
227,20,3.54029558295069
228,11,8.28696478886923
229,23,8.89762559271989
230,9,4.035652069970522
231,17,8.585935722355101
232,16,5.75961565899857
233,1,7.122218907595164
234,25,6.8799364281626545
235,21,9.894851043212677
236,24,7.523429538954696
237,21,8.33780892140521
238,18,2.9268311945148255
239,3,6.842480956691106
240,10,6.455213818703155
241,21,6.718928495232912
242,17,6.236420956832208
243,21,5.71900547853184
244,3,10.007755590072401
245,22,8.349957895651931
246,10,6.593487664045547
247,3,5.111317607189711
248,9,4.503159847127338
249,3,8.98116932124608
250,21,5.075073496088127
251,15,8.898433749924438
252,21,6.854150056170628
253,1,4.928935107054447
254,14,7.872091725219244
255,12,5.9823922403706815
256,24,9.639190789590485
257,22,7.628327348257568
258,3,9.107965933756317
259,20,7.9601416057889605
260,6,6.241382236614982
261,8,6.272263334905048
262,22,8.006032977041235
263,12,9.060875139032843
264,16,5.584991623238503
265,15,9.10377224176534
266,15,8.669754680791836
267,6,7.850535712104531
268,9,4.739581313962768
269,9,2.475256376645044
270,26,6.976862664948195
271,18,5.049054444086642
272,20,8.46569462199732
273,18,4.3232697683642
274,2,5.122224973990842
275,2,4.979145295339917
276,16,10.161884523584778
277,10,4.428684790065694
278,7,5.03929778660501
279,24,4.494609614379216
280,20,6.655844679424379
281,1,6.274410401797921
282,25,6.928715431105621
283,19,9.974418435885198
284,22,8.942248974598435
285,5,8.787013793230853
286,17,4.577331241299693
287,8,7.042537835202099
288,19,6.747273729497975
289,11,7.4854691983503
290,5,9.484193406339015
291,19,8.408732567588734
292,23,7.535064312612805
293,11,6.65918883575558
294,7,6.267662621517051
295,14,6.69611640616492
296,2,8.218730368975999
297,26,7.028447891669806
298,16,5.199201184575784
299,16,5.8028314786232995
300,25,6.6711225319156995
301,12,4.009949705336935
302,14,10.114705251564132
303,15,7.623320961055744
304,25,7.0939627219600805
305,21,7.96270788257207
306,19,7.568103307612091
307,19,8.363126209373943
308,2,9.225134714324268
309,17,7.689345990109307
310,4,4.97017296969441
311,18,8.16351086548457
312,15,8.429407841249505
313,12,4.753796916267202
314,21,6.492098229617309
315,4,4.999167699844795
316,11,7.6581717092775285
317,23,8.68486604610246
318,14,6.843612974283645
319,23,11.331941690317782
320,9,8.124739870358415
321,15,5.657595732432319
322,20,5.832270082369518
323,16,8.661128283025345
324,5,3.4683532927274614
325,8,5.421388635862661
326,2,5.221781200030831
327,16,5.520227601734421
328,6,6.398417073615541
329,19,5.727246278172849
330,14,5.97958287244859
331,25,7.907884448340962
332,3,5.703420768900289
333,24,6.53228772138155
334,11,6.728463327617168
335,11,5.327426787503336
336,23,12.3556451237562
337,21,6.946519484955825
338,8,3.3052068458717963
339,10,4.69725404148371
340,23,9.152661963294422
341,8,7.858610027740092
342,12,4.242466531466705
343,3,6.545380339676358
344,14,6.054910905407619
345,25,10.43490517314613
346,12,9.42786512140739
347,25,4.941177686348508
348,10,4.862172559490523
349,9,4.51579598603838
350,19,9.702034310142961
351,8,8.73252680306473
352,1,4.1984221065903995
353,26,6.647991879055453
354,4,7.895223407097381
355,21,7.880820122404572
356,5,6.764160177510053
357,15,10.222627039103656
358,11,8.886857722302953
359,16,6.714200263547122
360,18,7.703177471353204
361,17,8.737344332683179
362,25,6.260495052391844
363,16,6.435204279615866
364,16,8.108726868563952
365,6,6.980774099508101
366,10,5.1608581384529195
367,25,7.832793477881017
368,5,8.293905965708348
369,9,4.978194174901836
370,2,8.043926875797156
371,15,7.12196945849157
372,21,7.507331617129623
373,14,7.297068209564844
374,24,9.154187588600342
375,23,7.78392638609194
376,15,5.616804353771405
377,25,9.678605961141347
378,3,9.866253402649367
379,13,6.65600373808998
380,20,6.186927510258643
381,11,10.65408475679919
382,6,7.615377662463827
383,2,5.6574610394065274
384,12,2.757250786800504
385,15,8.721702714123012
386,21,6.38290203094385
387,25,10.844281214866541
388,19,7.447656051865186
389,1,3.488113351534219
390,5,6.348008899306459
391,17,9.013862189852471
392,18,7.5965456837871095
393,2,6.448620783100331
394,6,9.040412363058264
395,6,9.660087013621618
396,26,5.357229927162583
397,9,6.839811896818196
398,10,6.591100794761051
399,22,9.132670965979367
400,11,8.512049876981438
401,26,7.986888603007905
402,16,8.254681136111808
403,23,9.46762671660518
404,7,8.641952108659341
405,7,5.8714862169075825
406,3,7.656981897576287
407,9,4.005009126494834
408,4,6.824237365906283
409,15,6.883936187688649
410,20,6.861613445191623
411,7,7.472751160249252
412,6,6.4801413878028225
413,15,8.598335337769736
414,16,5.862876057323951
415,12,3.3218816127490376
416,26,6.644435465401484
417,2,6.187717263332715
418,3,6.657788748205329
419,20,7.872343504912054
420,13,5.371506282690738
421,26,7.783865233568557
422,2,7.638003285259472
423,8,8.808906336981094
424,22,8.053293953469076
425,6,6.998773239350906
426,18,9.385410391431753
427,13,6.610658974517753
428,2,8.56297055723247
429,23,5.991369766527119
430,18,9.526576309538537
431,9,2.475256376645044
432,12,8.120763747748335
433,21,8.028522924083363
434,15,8.644535966016416
435,3,8.125313480896756
436,16,8.904405107755194
437,19,7.845577673201066
438,9,6.414666632223603
439,8,9.06036077240831
440,5,3.8098454017402315
441,23,7.035974861211204
442,9,7.894648335413372
443,18,6.9556417218312765
444,5,7.984540456300807
445,5,7.215575941438697
446,9,4.780720803501005
447,8,4.9992830668076085
448,4,6.143872027365056
449,7,9.289606134647713
450,4,8.166073849831712
451,12,0.11781339930594037
452,5,5.809214729953798
453,12,3.513612939679945
454,17,5.681674117576645
455,14,6.7480607881822845
456,7,6.020495652372133
457,15,10.522407759281803
458,7,5.717196669885995
459,10,3.974555278837492
460,1,3.6979020885441733
461,25,7.0840006697534985
462,19,7.387951945127249
463,6,6.669049648418206
464,23,8.022745404532667
465,22,8.670584014992125
466,17,4.219248936288136
467,6,9.055976987133274
468,18,8.387787438556941
469,13,7.48970994886063
470,16,6.326054458417254
471,10,7.076856374393662
472,18,7.96391890286137
473,4,5.594111932331822
474,13,6.866456943167759
475,2,7.151916168062258
476,7,6.578185893399552
477,21,5.906723171415198
478,2,8.22335714630887
479,23,7.175580928910091
480,15,6.860670402545274
481,15,9.199537538354038
482,5,6.546198134356784
483,23,8.167855627126746
484,18,5.2886906357445636
485,7,7.310974663558187
486,12,9.293306776337998
487,26,7.935460098725245
488,26,6.670445494305676
489,21,8.225647656795788
490,22,8.957092419693305
491,13,6.642462776704428
492,13,4.968120691139202
493,25,7.759920455083908
494,4,5.562636700177755
495,8,9.841828354149758
496,5,9.056002895573071
497,8,6.187526212403682
498,19,8.233275432225113
499,9,4.55383404722802
500,8,6.73410424117416
501,8,8.915192539171446
502,13,6.014935020085363
503,18,7.039645174904834
504,3,10.235207759763624
505,17,5.070697675835605
506,17,8.935839518038566
507,8,7.492645495258404
508,4,5.521654464839261
509,20,7.752461096409421
510,17,5.950854983961608
511,4,9.612635979722391
512,8,7.678373392834548
513,7,9.374837792286316
514,18,5.285187593154272
515,13,8.038103348217069
516,22,12.638122455201035
517,21,6.491254707959531
518,8,9.4049301234503
519,21,8.33499321629872
520,23,7.727101112370074
521,1,7.44569134450808
522,15,7.1603569872057236
523,5,10.08198198989069
524,26,7.047371621820699
525,25,5.934598894604369
526,1,5.35295239066234
527,2,6.30244781641083
528,10,5.633213117773483
529,20,6.62977874630957
530,2,7.176556042651351
531,25,6.914986370774264
532,9,7.668126380076004
533,15,8.719978454693711
534,18,7.930531860339306
535,15,6.9239934991828
536,15,9.318261401475029
537,21,8.47861348207579
538,6,4.81332219675723
539,6,6.995579463226896
540,7,6.0744508076855865
541,22,8.892365273382222
542,2,8.42843768197878
543,25,8.65463233174479
544,18,5.371038918088223
545,11,8.492452119137257
546,11,6.234311777602869
547,21,8.882370367269303
548,16,7.754327418608163
549,6,10.300080170814036
550,17,4.557355985623623
551,7,7.873880654824518
552,11,7.07935818044966
553,15,6.947066639565815
554,25,4.980096952146399
555,7,8.309345232967527
556,24,10.200624394045708
557,8,8.543657615890348
558,8,8.09278760203618
559,12,5.902802045375483
560,1,4.852246096783671
561,16,6.349241913385684
562,5,9.45902756342342
563,25,4.9769529087031135
564,5,6.699090889658353
565,11,8.243068759397584
566,9,3.58397997236879
567,2,6.696908787679066
568,25,6.844902100467724
569,4,6.805149979811362
570,6,8.496725010167351
571,4,6.613952687193751
572,13,6.0656281223200885
573,17,6.913621639222911
574,14,7.566450726381294
575,14,10.530600694927417
576,2,4.800636862096185
577,17,8.081515466886376
578,15,7.99175952625605
579,20,5.860775437396084
580,1,5.2173103014247815
581,26,7.759325373581875
582,7,3.965013225098348
583,14,6.653039869520255
584,15,6.999062934352925
585,2,6.394752391508424
586,4,6.759430407710903
587,13,11.09243403098744
588,26,6.017492619491099
589,21,6.88333843027495
590,2,7.950333123843898
591,9,5.57931808588099
592,2,4.925573288830739
593,19,8.563939153272148
594,20,7.726568774693376
595,12,0.4454857083241476
596,7,6.601263869970459
597,22,8.778209960253154
598,7,7.125844655584499
599,14,5.8726191042330775
600,24,5.9033110183382025
601,7,5.319116652009291
602,15,6.450428034384927
603,18,9.494386599180386
604,6,6.579398246204315
605,11,7.909069622507014
606,5,7.892411159352703
607,2,6.91998240187151
608,12,10.852654867605205
609,20,7.883317041042756
610,5,5.489602964555971
611,13,6.290215833656375
612,9,4.687325940620543
613,11,8.306377936757702
614,25,9.020131475884293
615,14,8.009018575168813
616,24,8.204419184032858
617,10,5.707386590929554
618,15,6.385872057482604
619,12,4.208747463374414
620,26,7.08644686559025
621,20,7.362091568255214
622,22,8.555691726313283
623,4,6.726969268444098
624,7,7.7761173969253985
625,14,6.105018818784245
626,19,7.542835236826951
627,3,7.854565641371084
628,22,9.294833458000221
629,2,3.91115450188361
630,18,7.873419997219144
631,9,8.339767259940556
632,20,8.185712177307076
633,9,5.704238021091507
634,23,11.165464399620511
635,3,4.208180027793796
636,6,3.2910652166357854
637,23,8.325541276506828
638,23,10.233820451020135
639,13,10.550472522927194
640,20,5.957649701841459
641,9,5.400815386513136
642,21,5.4737459783891165
643,20,8.964789487657923
644,23,8.272588815992565
645,10,5.136568766600812
646,1,6.554279508525667
647,6,7.529450208618014
648,17,9.373995559243637
649,7,6.8890104524086215
650,26,4.675100505817925
651,15,9.055749670290284
652,21,7.032191533974662
653,19,6.892053695313597
654,1,4.789440278545084
655,3,9.001429558013816
656,24,8.22884299804449
657,1,2.1879162410783954
658,25,9.250310037022187
659,25,6.481217661960841
660,22,7.9237729105255115
661,17,11.833120803309795
662,19,7.666045181112844
663,3,6.070465192863464
664,7,5.034766458980945
665,4,8.464026448272135
666,10,6.190204391881682
667,1,4.685217911219857
668,23,6.861149993323083
669,13,6.797828093227387
670,11,7.927152513663099
671,16,8.393716671860084
672,21,6.924041240699344
673,25,10.077928598870242
674,19,8.46110416508261
675,17,7.760899141232985
676,25,9.138659533658739
677,20,6.54327469488015
678,15,7.170031215676007
679,12,2.719524834155111
680,6,8.76810107053409
681,10,6.6332149407685685
682,13,6.656941714185199
683,12,0.8690806796305514
684,8,7.896609757753151
685,7,9.685994771491393
686,9,2.475256376645044
687,12,1.568523680635602
688,2,5.580710705154533
689,16,6.727792532880977
690,11,9.364747614222502
691,11,6.783207076081124
692,20,5.8294174867434805
693,11,4.39179729176258
694,11,6.60940233423701
695,16,8.513865611059785
696,3,4.7933931410581785
697,9,9.008263472236633
698,25,4.703065157257455
699,11,7.90675485967907
700,5,8.645229598663905
701,13,7.979279842604708
702,18,7.3880934838721934
703,12,4.8899424540814
704,18,6.019770944476478
705,15,8.790005032499396
706,2,4.38709558864569
707,1,4.724433193046749
708,11,10.067564310351198
709,1,4.690526994586639
710,17,11.043968908786047
711,6,7.63354462416856
712,19,8.406733926422381
713,12,8.103623264599147
714,4,4.687933117026575
715,22,7.753596799723836
716,20,6.842558775454974
717,25,7.7543143132458825
718,19,10.070078910066947
719,22,8.355488377007001
720,3,8.427992105769805
721,16,5.673901157160278
722,2,7.918723449499619
723,17,6.927216983097223
724,15,8.396333596226311
725,22,7.585895731636026
726,1,8.629997524879704
727,4,5.508298253687931
728,17,9.420543268916813
729,12,1.377929273298503
730,25,6.194900883958033
731,9,5.02620303232044
732,15,5.675007723724026
733,1,7.890051822944398
734,10,5.027908046057343
735,25,5.9653159576672365
736,4,9.227722692419752
737,15,9.79881821009007
738,8,9.468101623589256
739,22,8.211353572954339
740,2,8.005687823197702
741,1,4.244771777636816
742,6,6.6692406373928454
743,17,8.5376551781282
744,18,5.730289829673524
745,11,7.77783721755062
746,11,7.2098713673733705
747,23,8.599812365812065
748,3,8.36792540350852
749,22,9.38742302951299
750,22,7.626352938635246
751,20,6.71824115211977
752,26,6.807696616834866
753,2,7.307745840057114
754,22,7.1402226006639475
755,11,8.358711808876086
756,5,5.849436167955209
757,15,8.32387640643445
758,26,7.387959211171109
759,25,5.684235598058113
760,11,7.248647297967148
761,3,5.607277490792508
762,15,10.7950981247988
763,19,6.134701367724295
764,1,7.182735303241051
765,13,9.837177767078352
766,22,8.728897175526354
767,3,11.472896406422333
768,20,8.005616511594248
769,20,8.823981186653164
770,16,6.5469265057519905
771,25,7.314673568968203
772,25,7.712950873929666
773,15,8.995416780976434
774,10,4.5233252988266655
775,10,6.1564240251346
776,1,7.018275505762398
777,6,7.645738052531555
778,17,7.800242956470348
779,9,7.145848228249433
780,21,8.808061601337108
781,15,7.265583226140236
782,12,7.337241587857861
783,10,6.8535727129753194
784,19,6.08756647794872
785,2,5.9996854561965725
786,2,7.488969385921113
787,7,8.695994919481242
788,2,6.918166075028976
789,19,8.997990509157344
790,20,8.82267290879582
791,1,6.907895522065352
792,19,7.089884326663958
793,15,10.51316700506268
794,24,7.293861504641492
795,21,8.936858602730199
796,13,12.02551333237624
797,13,6.496419129754683
798,4,8.592750810437357
799,20,7.133234515094507
800,18,8.632147389175042
801,21,6.396721053312305
802,2,6.757569903658897
803,14,9.494191841120328
804,25,7.059263953224142
805,1,2.9655384073744973
806,10,5.086926301945784
807,25,9.412850853420546
808,16,7.620653163296057
809,5,6.1381641674595935
810,11,7.905533755918308
811,10,6.562009067747152
812,8,5.262108164593762
813,18,7.8009404426330295
814,21,5.872378465053775
815,1,4.309151762579251
816,19,7.9778401952723295
817,16,6.843160276997095
818,19,6.162925947677355
819,9,4.7742090481983945
820,23,8.644565926946706
821,5,8.884774925620041
822,15,8.508272712967083
823,25,10.553421578916977
824,17,6.004968527304631
825,6,9.351402670155199
826,22,9.93500924272989
827,6,7.15769833518451
828,18,10.589134036253057
829,22,8.28095086423291
830,10,5.511870541175754
831,8,7.350416225408382
832,20,6.7447805880363925
833,13,9.089624232694298
834,7,6.925792766773468
835,4,5.73629455855718
836,23,6.985528728120375
837,11,6.157618807774483
838,2,6.935314191227588
839,24,6.7099869439618605
840,23,9.342063553401617
841,10,6.820786111760975
842,25,9.525277504375152
843,22,9.00810296885391
844,6,7.320926488129109
845,14,8.088393647952536
846,3,6.778031007333114
847,10,6.265916102870033
848,24,6.556098331100909
849,15,7.76803872436146
850,11,6.000576649075711
851,11,9.733571598068657
852,19,6.980366175699402
853,20,7.354204578277093
854,16,6.913538145104754
855,1,10.305859209871565
856,12,3.825296917924395
857,4,8.057463865206067
858,21,10.621629337690367
859,20,7.615420838388051
860,22,7.71701756513008
861,10,5.541124347165166
862,16,8.419498232883837
863,22,8.336163747689001
864,17,6.8978231480185705
865,15,9.723089892978216
866,17,11.94406226689568
867,24,8.564575223711186
868,22,9.139075775785559
869,21,7.9580779786220965
870,16,5.962166589585978
871,14,10.250293383772753
872,12,1.458689302187433
873,3,7.426560192553382
874,17,5.879941247633277
875,17,9.764128330679453
876,1,8.786195153231168
877,1,8.332740002214003
878,7,5.114873831778161
879,12,8.284965502732026
880,16,8.333092834310529
881,7,5.953422629739444
882,21,6.965780076708476
883,5,5.892103857205269
884,13,6.524504814035594
885,12,3.7111300253569324
886,24,8.62896161920595
887,13,6.174099681884174
888,10,5.431788525919712
889,9,9.164322687694526
890,7,7.136974541380822
891,25,10.117600421314677
892,2,6.080361175494354
893,12,8.738997269466784
894,3,7.107657667015997
895,15,5.409316509713089
896,3,8.553508661712536
897,23,6.315399951769305
898,22,8.69981922452036
899,23,7.332772397132885
900,15,5.124022403823466
901,17,7.78444170319154
902,6,4.916393309234808
903,3,9.06433719856698
904,13,9.565194842280828
905,11,7.372295686220188
906,5,8.35451111472555
907,16,6.301593626955729
908,8,6.778477595459334
909,16,6.925124876589992
910,14,3.8503625527978116
911,18,7.7660773746655645
912,23,9.217579583611663
913,12,7.298664242451328
914,22,8.68823530142114
915,4,5.5811837168148735
916,13,8.334917083216391
917,24,6.755882830088245
918,12,1.3122560615736907
919,24,6.792679701491376
920,9,3.9350098588589417
921,20,8.773324356013058
922,3,5.9304361264435235
923,13,6.054440036975128
924,9,9.277490238047438
925,18,5.074962140560958
926,16,4.51660691523328
927,15,6.89117920817839
928,1,3.133760365955619
929,15,11.080303089309906
930,22,7.223262674985071
931,16,9.083718677696245
932,26,4.058053776285846
933,10,5.8398579264477934
934,21,9.700325518216049
935,7,10.181060383611191
936,3,8.796606528272774
937,5,8.220106775936593
938,6,9.600293062730408
939,19,8.843778133683786
940,19,8.691382550928113
941,18,4.6097478448351445
942,4,6.079849879031784
943,19,8.381897712473167
944,14,7.384387765186943
945,4,6.161002353620454
946,10,5.359232695388797
947,16,6.819565048305896
948,10,7.896228729752302
949,26,9.121193815578703
950,15,9.023365976976674
951,6,7.077634624536952
952,9,4.469381454177947
953,10,4.464181729341404
954,20,8.693939355166098
955,15,10.957549527414377
956,14,8.14169553698723
957,24,9.79989261740508
958,4,8.754326832824281
959,20,3.4276364976587796
960,16,5.481244775415929
961,17,8.227769087352167
962,4,6.011241246772632
963,7,4.722648641082075
964,15,7.1191306619159125
965,15,12.356546392689625
966,13,8.349568177985839
967,16,6.577916500440937
968,7,7.851098624583074
969,24,9.086248827114062
970,7,8.323900531539437
971,18,7.800524192986993
972,21,9.903536337575845
973,23,8.185231592202058
974,12,3.1765746026387234
975,5,8.15496154858117
976,4,6.5831308473464265
977,11,10.045694232087422
978,4,7.796701677610141
979,2,6.8680086045644995
980,9,6.0954466910450265
981,22,8.495504234050072
982,2,7.213889102390521
983,5,8.156487082529528
984,17,4.159890632792322
985,13,6.178038668059865
986,19,6.3443314130145705
987,20,8.594592753398125
988,5,9.118170911145047
989,15,6.933985142089911
990,24,4.66473492521556
991,4,6.233002953911607
992,12,9.82265405905411
993,6,5.98085192663767
994,6,7.015996581347663
995,19,7.374354866613902
996,7,5.307528582836855
997,9,4.655553702320313
998,18,8.387517649389276
999,23,8.503893455608123
1000,13,9.714014655492202
1001,20,6.6666749522187505
1002,18,7.616434718942961
1003,2,7.823808881652549
1004,11,4.885224118579245
1005,1,4.449927072961859
1006,25,10.164449087572782
1007,14,8.36062373473977
1008,5,7.22763099313903
1009,25,5.595506690039436
1010,19,6.609974251511765
1011,22,7.562327704527082
1012,24,9.308147535830779
1013,15,10.279447513432043
1014,21,6.297876616974735
1015,26,10.169641262894368
1016,21,7.132089211631862
1017,4,5.727478337697882
1018,23,8.667335071773751
1019,21,7.434703355416786
1020,16,8.589531639523665
1021,24,9.069919417407286
1022,3,10.556200371419012
1023,8,8.703451676137734
1024,1,5.581122305609057
1025,16,8.163409051848209
1026,4,10.120667822025332
1027,12,3.7117977772850095
1028,1,7.531377374486844
1029,25,4.2411920075791025
1030,5,7.701346185330413
1031,23,10.026201343616304
1032,13,5.478528126815772
1033,25,10.262272033474083
1034,24,6.7488578254081535
1035,4,7.047113979503412
1036,8,9.099747973090045
1037,11,6.241627967554262
1038,4,5.787270470485509
1039,15,8.819396302721454
1040,2,5.038820407927373
1041,15,10.020460541941413
1042,1,5.440468144644645
1043,17,7.619155023592211
1044,5,10.01431219604781
1045,1,9.268619522304341
1046,6,6.197783707258191
1047,9,7.332917865048394
1048,15,7.054882841690716
1049,24,7.655204975552561
1050,15,8.768946793624428
1051,15,8.31489713250624
1052,12,4.239896914217227
1053,24,6.981398066954554
1054,20,8.164249341109668
1055,19,7.723516575275558
1056,2,6.590703146295999
1057,13,7.608026549464848
1058,15,8.175904537553414
1059,17,7.850518133199159
1060,15,6.970915308907013
1061,6,6.165019405562175
1062,22,7.371112107944582
1063,9,2.475256376645044
1064,17,7.089489471682848
1065,15,7.94373155822713
1066,4,7.447566283586946
1067,18,7.891179843155522
1068,13,7.145986521386353
1069,14,7.745171811105571
1070,20,8.003996673337099
1071,5,9.458430090957643
1072,7,5.976880363803395
1073,15,5.476590225118096
1074,21,6.800078293972503
1075,13,7.105326681191259
1076,21,8.206173053165125
1077,18,9.574393982595613
1078,8,9.648789885311452
1079,3,9.30436051285986
1080,23,9.999435396970108
1081,16,6.275170501655179
1082,13,9.019457960339734
1083,18,6.670279203494099
1084,22,7.871740713060438
1085,21,6.658134262151545
1086,9,2.684961528863593
1087,4,5.7055224036809395
1088,1,4.000634044851865
1089,13,10.533914939209735
1090,17,8.66692157359536
1091,20,5.646586148631462
1092,13,6.152313743338568
1093,1,4.315231990393814
1094,10,6.355334821101217
1095,19,8.419542620080897
1096,18,3.729273834172229
1097,12,10.025903138123926
1098,12,3.586319079613438
1099,19,8.207466715004296
1100,6,7.6167680122966
1101,16,5.702741986552244
1102,25,7.36253387374961
1103,3,7.743244024693226
1104,8,8.227705593231189
1105,3,5.83082782454603
1106,3,9.30601220936271
1107,25,7.790895294188193
1108,9,3.6855329021899554
1109,21,6.9478663784925185
1110,11,6.997798902326739
1111,17,7.995059152803734
1112,2,7.684391625023666
1113,12,1.4688003697975818
1114,4,5.755416558476687
1115,9,6.720190658214822
1116,12,8.50388268525118
1117,17,5.270132381514934
1118,18,6.295329954119473
1119,13,8.559748794480704
1120,2,9.887897008488034
1121,13,11.486158212827721
1122,20,8.884027040318301
1123,5,6.208547195916159
1124,16,4.893833408367744
1125,1,7.163754775203722
1126,24,8.240523467506213
1127,25,9.554499611456388
1128,15,9.298160673754072
1129,19,6.70836035772507
1130,14,6.9189762604717
1131,22,5.416990847368847
1132,15,6.524177492691907
1133,8,8.64130724137043
1134,23,8.528523550300315
1135,6,8.00273427948204
1136,7,8.839376225362358
1137,19,6.460314373099394
1138,12,6.3299875992030685
1139,18,6.826166156828672
1140,1,1.5158024318253602
1141,4,8.448745655812754
1142,22,8.282930106178073
1143,26,5.574836978557994
