id,target
535,4
536,2
537,2
538,0
539,3
540,4
541,2
542,1
543,1
544,1
545,0
546,0
547,0
548,2
549,3
550,3
551,0
552,4
553,1
554,0
555,1
556,4
557,4
558,4
559,1
560,3
561,0
562,1
563,0
564,3
565,1
566,0
567,3
568,0
569,1
570,1
571,4
572,2
573,4
574,4
575,0
576,0
577,2
578,0
579,2
580,0
581,1
582,0
583,1
584,4
585,2
586,1
587,1
588,2
589,3
590,0
591,1
592,3
593,2
594,0
595,0
596,3
597,0
598,2
599,1
600,4
601,2
602,3
603,0
604,3
605,2
606,0
607,1
608,3
609,3
610,0
611,1
612,4
613,1
614,2
615,2
616,0
617,0
618,1
619,0
620,3
621,3
622,0
623,1
624,1
625,2
626,3
627,2
628,2
629,1
630,4
631,1
632,3
633,0
634,0
635,0
636,0
637,2
638,0
639,4
640,1
641,0
642,4
643,1
644,0
645,2
646,2
647,3
648,4
649,0
650,4
651,3
652,2
653,4
654,2
655,0
656,4
657,3
658,3
659,2
660,3
661,0
662,4
663,3
664,3
665,0
666,1
667,4
668,3
669,0
670,0
671,3
672,0
673,1
674,0
675,1
676,3
677,0
678,0
679,0
680,2
681,2
682,0
683,1
684,1
685,4
686,0
687,1
688,0
689,0
690,3
691,0
692,4
693,0
694,2
695,0
696,1
697,1
698,0
699,0
700,0
701,4
702,0
703,1
704,2
705,2
706,0
707,0
708,4
709,2
710,0
711,2
712,2
713,2
714,3
715,2
716,1
717,0
718,1
719,1
720,4
721,2
722,0
723,2
724,2
725,1
726,3
727,2
728,3
729,2
730,0
731,2
732,4
733,4
734,0
735,0
736,3
737,2
738,2
739,0
740,0
741,0
742,1
743,1
744,4
745,1
746,2
747,1
748,2
749,2
750,4
751,0
752,1
753,0
754,1
755,0
756,2
757,0
758,4
759,1
760,2
761,4
762,2
763,2
764,1
765,0
766,0
767,2
768,4
769,0
770,1
771,2
772,4
773,0
774,3
775,0
776,0
777,2
778,0
779,0
780,0
781,1
782,3
783,1
784,0
785,1
786,0
787,1
788,2
789,3
790,2
791,4
792,2
793,2
794,2
795,3
796,0
797,0
798,1
799,0
800,0
801,0
802,3
803,4
804,2
805,0
806,2
807,0
808,0
809,3
810,2
811,4
812,1
813,0
814,2
815,3
816,4
817,0
818,0
819,2
820,3
821,4
822,1
823,0
824,2
825,1
826,3
827,0
828,2
829,3
830,0
831,0
832,0
833,1
834,2
835,0
836,1
837,1
838,2
839,3
840,2
841,0
842,2
843,3
844,2
845,0
846,1
847,0
848,2
849,2
850,0
851,4
852,2
853,4
854,0
855,3
856,0
857,4
858,3
859,3
860,2
861,0
862,0
863,1
864,0
865,2
866,0
867,0
868,0
869,2
870,3
871,0
872,2
873,0
874,0
875,0
876,1
877,4
878,4
879,2
880,3
881,4
882,1
883,2
884,1
885,1
886,1
887,4
888,0
889,0
890,3
891,1
892,0
893,1
894,0
895,0
896,1
897,1
898,0
899,0
900,0
901,0
902,4
903,0
904,0
905,4
906,4
907,0
908,3
909,2
910,3
911,1
912,4
913,2
914,2
915,0
916,4
917,4
918,4
919,1
920,0
921,2
922,0
923,0
924,2
925,1
926,4
927,4
928,2
929,0
930,1
931,2
932,2
933,1
934,0
935,1
936,2
937,1
938,1
939,2
940,2
941,0
942,2
943,1
944,0
945,0
946,2
947,0
948,2
949,4
950,3
951,1
952,1
953,3
954,2
955,3
956,1
957,3
958,2
959,2
960,2
961,1
962,0
963,2
964,4
965,1
966,1
967,0
968,0
969,2
970,0
971,0
972,1
973,3
974,2
975,4
976,0
977,0
978,1
979,1
980,2
981,1
982,1
983,0
984,3
985,0
986,2
987,2
988,2
989,0
990,0
991,1
992,0
993,0
994,4
995,2
996,3
997,0
998,1
999,3
1000,3
1001,3
1002,1
1003,2
1004,0
1005,2
1006,2
1007,2
1008,0
1009,0
1010,0
1011,3
1012,2
1013,0
1014,1
1015,2
1016,3
1017,2
1018,2
1019,0
1020,0
1021,0
1022,0
1023,0
1024,2
1025,0
1026,3
1027,3
1028,4
1029,0
1030,0
1031,1
1032,2
1033,0
1034,1
1035,2
1036,4
1037,0
1038,4
1039,0
1040,4
1041,0
1042,0
1043,2
1044,1
1045,1
1046,1
1047,0
1048,2
1049,3
1050,1
1051,0
1052,2
1053,0
1054,0
1055,4
1056,4
1057,3
1058,3
1059,0
1060,2
1061,4
1062,3
1063,4
1064,0
1065,2
1066,0
1067,4
1068,0
1069,2
1070,0
1071,2
1072,2
1073,1
1074,1
1075,2
1076,3
1077,3
1078,1
1079,2
1080,0
1081,0
1082,1
1083,4
1084,0
1085,2
1086,0
1087,4
1088,1
1089,2
1090,3
1091,4
1092,1
1093,1
1094,0
1095,2
1096,4
1097,1
1098,0
1099,1
1100,2
1101,2
1102,0
1103,0
1104,1
1105,1
1106,4
1107,4
1108,2
1109,0
1110,4
1111,2
1112,2
1113,2
1114,3
1115,0
1116,2
1117,4
1118,2
1119,1
1120,3
1121,1
1122,4
1123,3
1124,0
1125,1
1126,0
1127,2
1128,2
1129,0
1130,1
1131,1
1132,4
1133,0
1134,0
1135,4
1136,0
1137,3
1138,4
1139,0
1140,2
1141,1
1142,4
1143,2
1144,2
1145,0
1146,3
1147,2
1148,1
1149,3
1150,2
1151,1
1152,0
1153,0
1154,0
1155,0
1156,2
1157,0
1158,2
1159,3
1160,2
1161,3
1162,2
1163,0
1164,0
1165,2
1166,4
1167,2
1168,2
1169,2
1170,1
1171,4
1172,3
1173,1
1174,1
1175,1
1176,2
1177,2
1178,1
1179,1
1180,0
1181,0
1182,0
1183,0
1184,2
1185,2
1186,1
1187,0
1188,0
1189,3
1190,0
1191,2
1192,4
1193,0
1194,1
1195,2
1196,0
1197,1
1198,0
1199,2
1200,3
1201,1
1202,0
1203,0
1204,2
1205,0
1206,4
1207,0
1208,0
1209,2
1210,2
1211,1
1212,2
1213,0
1214,0
1215,2
1216,3
1217,3
1218,0
1219,0
1220,4
1221,2
1222,3
1223,0
1224,3
1225,4
1226,0
1227,0
1228,3
1229,2
1230,1
1231,3
1232,4
1233,3
1234,4
1235,0
1236,0
1237,4
1238,1
1239,0
1240,1
1241,1
1242,1
1243,0
1244,4
1245,3
1246,0
1247,2
1248,1
1249,0
1250,0
1251,0
1252,3
1253,1
1254,0
1255,1
1256,4
1257,0
1258,0
1259,0
1260,2
1261,1
1262,3
1263,4
1264,4
1265,4
1266,3
1267,0
1268,0
1269,0
1270,0
1271,2
1272,1
1273,0
1274,4
1275,4
1276,0
1277,2
1278,0
1279,0
1280,2
1281,0
1282,2
1283,3
1284,2
1285,3
1286,0
1287,1
1288,1
1289,4
1290,0
1291,0
1292,1
1293,1
1294,1
1295,0
1296,0
1297,0
1298,1
1299,2
1300,1
1301,0
1302,4
1303,3
1304,4
1305,0
1306,4
1307,0
1308,2
1309,0
1310,0
1311,1
1312,3
1313,2
1314,2
1315,3
1316,4
1317,1
1318,3
1319,0
1320,0
1321,2
1322,2
1323,0
1324,0
1325,0
1326,2
1327,0
1328,3
1329,1
1330,1
1331,1
1332,0
1333,2
1334,2
1335,4
1336,0
1337,1
1338,0
1339,3
1340,0
1341,0
1342,0
1343,0
1344,0
1345,0
1346,3
1347,0
1348,0
1349,0
1350,1
1351,3
1352,2
1353,0
1354,1
1355,1
1356,4
1357,4
1358,2
1359,1
1360,0
1361,0
1362,3
1363,4
1364,0
1365,1
1366,4
1367,2
1368,2
1369,1
1370,1
1371,4
1372,4
1373,1
1374,0
1375,0
1376,0
1377,2
1378,3
1379,0
1380,4
1381,3
1382,0
1383,2
1384,4
1385,2
1386,2
1387,2
1388,0
1389,2
1390,1
1391,0
1392,0
1393,2
1394,1
1395,4
1396,4
1397,0
1398,4
1399,0
1400,1
1401,4
1402,1
1403,0
1404,2
1405,4
1406,3
1407,3
1408,3
1409,0
1410,3
1411,0
1412,4
1413,1
1414,0
1415,4
1416,4
1417,3
1418,2
1419,3
1420,2
1421,1
1422,3
1423,3
1424,3
1425,1
1426,0
1427,1
1428,0
1429,0
1430,3
1431,0
1432,1
1433,2
1434,3
1435,1
1436,2
1437,3
1438,3
1439,3
1440,0
1441,1
1442,2
1443,0
1444,1
1445,1
1446,3
1447,0
1448,1
1449,2
1450,0
1451,4
1452,2
1453,0
1454,3
1455,2
1456,0
1457,2
1458,4
1459,0
1460,3
1461,1
1462,4
1463,0
1464,0
1465,4
1466,4
1467,1
1468,2
1469,4
1470,1
1471,0
1472,0
1473,4
1474,0
1475,3
1476,0
1477,0
1478,1
1479,0
1480,0
1481,4
1482,4
1483,0
1484,4
1485,1
1486,0
1487,0
1488,2
1489,2
1490,0
1491,0
1492,2
1493,1
1494,0
1495,1
1496,2
1497,0
1498,4
1499,0
1500,3
1501,0
1502,3
1503,1
1504,0
1505,3
1506,4
1507,2
1508,2
1509,4
1510,0
1511,2
1512,2
1513,2
1514,3
1515,0
1516,0
1517,1
1518,1
1519,1
1520,2
1521,2
1522,2
1523,0
1524,2
1525,3
1526,4
1527,1
1528,0
1529,2
1530,0
1531,2
1532,2
1533,0
1534,0
1535,2
1536,3
1537,3
1538,0
1539,0
1540,0
1541,0
1542,1
1543,1
1544,2
1545,1
1546,3
1547,4
1548,1
1549,4
1550,0
1551,0
1552,4
1553,0
1554,0
1555,0
1556,0
1557,3
1558,4
1559,4
1560,2
1561,1
1562,0
1563,2
1564,2
1565,3
1566,3
1567,0
1568,0
1569,0
1570,4
1571,4
1572,4
1573,2
1574,1
1575,0
1576,2
1577,0
1578,1
1579,2
1580,0
1581,3
1582,0
1583,2
1584,0
1585,2
1586,3
1587,3
1588,2
1589,0
1590,2
1591,0
1592,2
1593,2
1594,2
1595,4
1596,2
1597,0
1598,3
1599,3
1600,2
1601,0
1602,0
1603,4
1604,0
1605,2
1606,3
1607,0
1608,3
1609,2
1610,4
1611,2
1612,2
1613,4
1614,4
1615,0
1616,4
1617,4
1618,0
1619,0
1620,2
1621,4
1622,1
1623,0
1624,1
1625,3
1626,4
1627,2
1628,0
1629,0
1630,0
1631,0
1632,1
1633,1
1634,0
1635,0
1636,2
1637,4
1638,2
1639,1
1640,0
1641,0
1642,4
1643,0
1644,1
1645,3
1646,1
1647,0
1648,1
1649,0
1650,2
1651,4
1652,3
1653,3
1654,1
1655,3
1656,1
1657,0
1658,0
1659,4
1660,3
1661,4
1662,4
1663,0
1664,3
1665,4
1666,1
1667,0
1668,3
1669,0
1670,0
1671,4
1672,0
1673,4
1674,2
1675,2
1676,0
1677,4
1678,2
1679,3
1680,2
1681,2
1682,3
1683,2
1684,0
1685,2
1686,0
1687,0
1688,1
1689,1
1690,1
1691,2
1692,0
1693,2
1694,0
1695,0
1696,1
1697,0
1698,0
1699,4
1700,0
1701,0
1702,0
1703,3
1704,0
1705,4
1706,2
1707,2
1708,3
1709,0
1710,0
1711,2
1712,3
1713,0
1714,1
1715,0
1716,2
1717,4
1718,1
1719,1
1720,0
1721,2
1722,1
1723,4
1724,1
1725,1
1726,0
1727,0
1728,4
1729,4
1730,0
1731,3
1732,2
1733,2
1734,2
1735,0
1736,3
1737,1
1738,3
1739,1
1740,3
1741,0
1742,1
1743,1
1744,1
1745,4
1746,0
1747,3
1748,2
1749,2
1750,2
1751,0
1752,3
1753,0
1754,0
1755,2
1756,2
1757,0
1758,2
1759,0
1760,1
1761,0
1762,2
1763,4
1764,1
1765,1
1766,1
1767,2
1768,2
1769,4
1770,4
1771,3
1772,0
1773,0
1774,2
1775,0
1776,0
1777,0
1778,3
1779,0
1780,4
1781,0
1782,2
1783,0
1784,3
1785,4
1786,3
1787,3
1788,0
1789,3
1790,4
1791,2
1792,2
1793,0
1794,2
1795,0
1796,4
1797,0
1798,0
1799,1
1800,2
1801,2
1802,0
1803,1
1804,0
1805,4
1806,2
1807,0
1808,0
1809,2
1810,0
1811,0
1812,3
1813,0
1814,3
1815,0
1816,4
1817,2
1818,4
1819,2
1820,0
1821,1
1822,3
1823,0
1824,2
1825,0
1826,4
1827,4
1828,3
1829,2
1830,1
1831,2
1832,0
1833,2
1834,3
1835,0
1836,1
1837,4
1838,3
1839,0
1840,3
1841,1
1842,1
1843,2
1844,2
1845,2
1846,2
1847,0
1848,2
1849,0
1850,4
1851,1
1852,0
1853,2
1854,3
1855,1
1856,2
1857,1
1858,1
1859,3
1860,1
1861,4
1862,3
1863,4
1864,1
1865,1
1866,2
1867,0
1868,1
1869,2
1870,2
1871,0
1872,4
1873,0
1874,1
1875,2
1876,2
1877,0
1878,2
1879,1
1880,1
1881,1
1882,4
1883,2
1884,1
1885,0
1886,4
1887,0
1888,0
1889,3
1890,3
1891,0
1892,1
1893,2
1894,0
1895,0
1896,3
1897,1
1898,4
1899,4
1900,0
1901,3
1902,1
1903,1
1904,2
1905,0
1906,1
1907,0
1908,2
1909,1
1910,1
1911,1
1912,0
1913,2
1914,2
1915,1
1916,1
1917,3
1918,0
1919,0
1920,4
1921,0
1922,1
1923,3
1924,2
1925,4
1926,2
1927,3
1928,0
1929,2
1930,4
1931,4
1932,0
1933,0
1934,1
1935,4
1936,2
1937,0
1938,2
1939,4
1940,2
1941,1
1942,2
1943,1
1944,1
1945,0
1946,1
1947,0
1948,0
1949,2
1950,0
1951,1
1952,1
1953,1
1954,0
1955,3
1956,3
1957,2
1958,2
1959,3
1960,2
1961,2
1962,4
1963,4
1964,2
1965,1
1966,0
1967,2
1968,2
1969,0
1970,0
1971,1
1972,4
1973,0
1974,4
1975,0
1976,3
1977,0
1978,0
1979,0
1980,1
1981,1
1982,0
1983,2
1984,2
1985,0
1986,4
1987,4
1988,2
1989,2
1990,1
1991,0
1992,2
1993,4
1994,0
1995,2
1996,0
1997,3
1998,1
1999,1
2000,3
2001,2
2002,0
2003,2
2004,2
2005,3
2006,0
2007,2
2008,3
2009,0
2010,3
2011,4
2012,2
2013,4
2014,3
2015,2
2016,1
2017,2
2018,3
2019,3
2020,1
2021,0
2022,0
2023,1
2024,4
2025,0
2026,4
2027,4
2028,2
2029,1
2030,1
2031,2
2032,4
2033,3
2034,3
2035,0
2036,2
2037,2
2038,1
2039,3
2040,3
2041,2
2042,0
2043,0
2044,0
2045,1
2046,2
2047,1
2048,0
2049,3
2050,0
2051,3
2052,0
2053,3
2054,3
2055,0
2056,0
2057,2
2058,0
2059,2
2060,0
2061,1
2062,0
2063,4
2064,3
2065,0
2066,1
2067,2
2068,4
2069,2
2070,2
2071,0
2072,0
2073,2
2074,3
2075,2
2076,4
2077,1
2078,0
2079,2
2080,4
2081,1
2082,2
2083,1
2084,1
2085,4
2086,2
2087,1
2088,2
2089,4
2090,4
2091,0
2092,4
2093,3
2094,1
2095,4
2096,4
2097,0
2098,2
2099,4
2100,2
2101,1
2102,3
2103,0
2104,0
2105,4
2106,0
2107,4
2108,0
2109,4
2110,0
2111,2
2112,0
2113,3
2114,1
2115,0
2116,0
2117,2
2118,3
2119,0
2120,1
2121,0
2122,1
2123,0
2124,1
2125,2
2126,0
2127,2
2128,1
2129,4
2130,4
2131,3
2132,4
2133,4
2134,2
2135,2
2136,2
2137,4
2138,4
2139,1
2140,1
2141,0
2142,4
2143,1
2144,0
2145,3
2146,2
2147,4
2148,4
2149,3
2150,0
2151,0
2152,1
2153,2
2154,0
2155,3
2156,4
2157,2
2158,1
2159,2
2160,0
2161,3
2162,2
2163,0
2164,4
2165,2
2166,0
2167,1
2168,1
2169,3
2170,0
2171,1
2172,2
2173,0
2174,2
2175,1
2176,0
2177,0
2178,1
2179,1
2180,1
2181,4
2182,0
2183,1
2184,2
2185,2
2186,2
2187,3
2188,0
2189,0
2190,1
2191,3
2192,0
2193,3
2194,1
2195,0
2196,3
2197,1
2198,2
2199,1
2200,1
2201,3
2202,2
2203,4
2204,0
2205,3
2206,0
2207,0
2208,4
2209,0
2210,2
2211,4
2212,0
2213,2
2214,0
2215,0
2216,4
2217,0
2218,1
2219,4
2220,2
2221,2
2222,0
2223,2
2224,1
2225,0
2226,3
2227,4
2228,0
2229,4
2230,0
2231,0
2232,0
2233,4
2234,2
2235,3
2236,2
2237,2
2238,0
2239,3
2240,2
2241,3
2242,0
2243,1
2244,3
2245,0
2246,1
2247,0
2248,1
2249,1
2250,4
2251,1
2252,0
2253,2
2254,1
2255,4
2256,4
2257,0
2258,0
2259,1
2260,3
2261,0
2262,0
2263,0
2264,4
2265,1
2266,1
2267,0
2268,3
2269,2
2270,1
2271,1
2272,2
2273,4
2274,1
2275,4
2276,0
2277,0
2278,3
2279,0
2280,3
2281,1
2282,4
2283,1
2284,3
2285,3
2286,2
2287,4
2288,1
2289,0
2290,1
2291,0
2292,0
2293,2
2294,0
2295,2
2296,0
2297,0
2298,2
2299,2
2300,2
2301,0
2302,4
2303,3
2304,2
2305,4
2306,0
2307,1
2308,3
2309,0
2310,0
2311,1
2312,0
2313,3
2314,4
2315,1
2316,1
2317,0
2318,1
2319,2
2320,1
2321,0
2322,0
2323,0
2324,3
2325,0
2326,1
2327,1
2328,0
2329,3
2330,0
2331,2
2332,2
2333,3
2334,0
2335,4
2336,4
2337,0
2338,0
2339,3
2340,0
2341,3
2342,2
2343,3
2344,0
2345,0
2346,2
2347,0
2348,1
2349,4
2350,0
2351,2
2352,0
2353,4
2354,0
2355,0
2356,1
2357,4
2358,3
2359,1
2360,0
2361,2
2362,1
2363,4
2364,3
2365,1
2366,0
2367,0
2368,1
2369,1
2370,2
2371,3
2372,2
2373,3
2374,2
2375,0
2376,0
2377,1
2378,0
2379,1
2380,0
2381,2
2382,2
2383,0
2384,1
2385,0
2386,1
2387,0
2388,0
2389,0
2390,3
2391,4
2392,3
2393,1
2394,2
2395,1
2396,0
2397,4
2398,1
2399,3
2400,0
2401,4
2402,0
2403,2
2404,0
2405,2
2406,0
2407,4
2408,0
2409,2
2410,0
2411,2
2412,2
2413,1
2414,2
2415,0
2416,2
2417,0
2418,0
2419,0
2420,2
2421,0
2422,0
2423,2
2424,2
2425,3
2426,0
2427,0
2428,3
2429,0
2430,4
2431,0
2432,1
2433,3
2434,0
2435,1
2436,3
2437,0
2438,0
2439,0
2440,0
2441,0
2442,1
2443,1
2444,0
2445,2
2446,0
2447,0
2448,4
2449,0
2450,1
2451,2
2452,3
2453,1
2454,2
2455,2
2456,0
2457,1
2458,1
2459,2
2460,0
2461,2
2462,0
2463,0
2464,2
2465,2
2466,1
2467,4
2468,3
2469,3
2470,3
2471,0
2472,0
2473,4
2474,0
2475,4
2476,4
2477,2
2478,2
2479,0
2480,0
2481,4
2482,4
2483,0
2484,0
2485,2
2486,3
2487,3
2488,4
2489,0
2490,3
2491,1
2492,1
2493,0
2494,3
2495,0
2496,0
2497,2
2498,0
2499,0
2500,3
2501,1
2502,2
2503,0
2504,1
2505,2
2506,1
2507,0
2508,2
2509,2
2510,4
2511,0
2512,4
2513,0
2514,1
2515,0
2516,1
2517,2
2518,0
2519,1
2520,1
2521,2
2522,0
2523,0
2524,3
2525,2
2526,1
2527,0
2528,0
2529,4
2530,1
2531,0
2532,0
2533,4
2534,0
2535,1
2536,1
2537,0
2538,0
2539,0
2540,2
2541,0
2542,3
2543,0
2544,0
2545,1
2546,0
2547,0
2548,4
2549,3
2550,2
2551,2
2552,4
2553,2
2554,0
2555,3
2556,0
2557,4
2558,0
2559,3
2560,3
2561,4
2562,1
2563,1
2564,1
2565,3
2566,0
2567,3
2568,1
2569,0
2570,0
2571,0
2572,4
2573,0
2574,0
2575,4
2576,0
2577,3
2578,0
2579,1
2580,0
2581,1
2582,0
2583,3
2584,3
2585,0
2586,2
2587,2
2588,0
2589,0
2590,0
2591,4
2592,3
2593,2
2594,0
2595,2
2596,1
2597,2
2598,2
2599,4
2600,2
2601,0
2602,2
2603,2
2604,4
2605,2
2606,0
2607,3
2608,2
2609,2
2610,0
2611,0
2612,1
2613,0
2614,2
2615,4
2616,0
2617,4
2618,2
2619,3
2620,4
2621,0
2622,3
2623,4
2624,3
2625,1
2626,1
2627,4
2628,1
2629,2
2630,1
2631,2
2632,1
2633,4
2634,2
2635,1
2636,1
2637,2
2638,2
2639,2
2640,3
2641,4
2642,1
2643,4
2644,1
2645,0
2646,3
2647,1
2648,4
2649,1
2650,4
2651,3
2652,2
2653,0
2654,0
2655,0
2656,0
2657,4
2658,3
2659,1
2660,0
2661,1
2662,2
2663,3
2664,1
2665,4
2666,0
2667,0
2668,1
2669,4
2670,0
2671,2
2672,3
2673,0
2674,4
2675,1
2676,0
2677,0
2678,2
2679,1
2680,1
2681,3
2682,3
2683,3
2684,2
2685,1
2686,4
2687,0
2688,2
2689,2
2690,0
2691,0
2692,1
2693,0
2694,2
2695,3
2696,2
2697,1
2698,2
2699,3
2700,0
2701,0
2702,1
2703,3
2704,1
2705,0
2706,1
2707,2
2708,2
2709,2
2710,2
2711,3
2712,0
2713,1
2714,2
2715,2
2716,1
2717,2
2718,2
2719,2
2720,0
2721,3
2722,1
2723,4
2724,4
2725,0
2726,2
2727,1
2728,2
2729,4
2730,1
2731,2
2732,3
2733,2
2734,0
2735,4
2736,4
2737,1
2738,0
2739,3
2740,0
2741,3
2742,0
2743,3
2744,1
2745,0
2746,0
2747,0
2748,3
2749,2
2750,0
2751,0
2752,2
2753,0
2754,0
2755,1
2756,2
2757,3
2758,1
2759,2
2760,0
2761,1
2762,1
2763,0
2764,2
2765,2
2766,2
2767,2
2768,1
2769,0
2770,0
2771,0
2772,1
2773,2
2774,0
2775,3
2776,4
2777,2
2778,0
2779,2
2780,0
2781,1
2782,2
2783,0
2784,2
2785,0
2786,0
2787,4
2788,3
2789,4
2790,4
2791,4
2792,1
2793,4
2794,1
2795,2
2796,0
2797,0
2798,4
2799,4
2800,1
2801,2
2802,3
2803,1
2804,1
2805,0
2806,4
2807,4
2808,0
2809,2
2810,1
2811,4
2812,0
2813,0
2814,2
2815,2
2816,1
2817,2
2818,0
2819,2
2820,2
2821,2
2822,1
2823,1
2824,1
2825,0
2826,0
2827,1
2828,0
2829,3
2830,2
2831,2
2832,1
2833,3
2834,3
2835,1
2836,3
2837,4
2838,2
2839,2
2840,0
2841,2
2842,4
2843,2
2844,4
2845,4
2846,0
2847,2
2848,4
2849,0
2850,0
2851,0
2852,2
2853,4
2854,0
2855,2
2856,1
2857,1
2858,0
2859,2
2860,2
2861,2
2862,2
2863,4
2864,0
2865,2
2866,2
2867,3
2868,1
2869,2
2870,3
2871,3
2872,4
2873,4
2874,1
2875,4
2876,2
2877,0
2878,1
2879,3
2880,3
2881,0
2882,3
2883,0
2884,1
2885,0
2886,4
2887,3
2888,0
2889,0
2890,2
2891,0
2892,2
2893,0
2894,2
2895,1
2896,1
2897,2
2898,0
2899,0
2900,4
2901,1
2902,0
2903,3
2904,2
2905,1
2906,0
2907,3
2908,0
2909,0
2910,0
2911,3
2912,2
2913,3
2914,2
2915,1
2916,1
2917,2
2918,0
2919,2
2920,1
2921,1
2922,0
2923,0
2924,2
2925,0
2926,4
2927,1
2928,1
2929,1
2930,1
2931,3
2932,3
2933,0
2934,2
2935,2
2936,4
2937,2
2938,0
2939,3
2940,2
2941,1
2942,2
2943,1
2944,3
2945,1
2946,4
2947,4
2948,0
2949,0
2950,0
2951,0
2952,4
2953,1
2954,4
2955,2
2956,2
2957,1
2958,0
2959,3
2960,4
2961,3
2962,0
2963,4
2964,3
2965,4
2966,4
2967,1
2968,2
2969,1
2970,1
2971,1
2972,1
2973,2
2974,1
2975,0
2976,0
2977,2
2978,3
2979,0
2980,2
2981,1
2982,2
2983,0
2984,0
2985,1
2986,0
2987,3
2988,4
2989,0
2990,1
2991,2
2992,4
2993,3
2994,0
2995,3
2996,3
2997,0
2998,0
